timestamp,region,region_name,fuel_type,generation_mwh
2024-01-04T15,NYIS,New York Independent System Operator,Other,180
2024-01-04T15,NYIS,New York Independent System Operator,Solar,0
2024-01-04T15,NYIS,New York Independent System Operator,Hydro,3748
2024-01-04T15,NYIS,New York Independent System Operator,Wind,921
2024-01-04T16,NYIS,New York Independent System Operator,Coal,0
2024-01-04T16,NYIS,New York Independent System Operator,Natural Gas,8583
2024-01-04T16,NYIS,New York Independent System Operator,Nuclear,3284
2024-01-04T16,NYIS,New York Independent System Operator,Petroleum,20
2024-01-04T16,NYIS,New York Independent System Operator,Other,219
2024-01-04T16,NYIS,New York Independent System Operator,Solar,0
2024-01-04T16,NYIS,New York Independent System Operator,Hydro,3844
2024-01-04T16,NYIS,New York Independent System Operator,Wind,814
2024-01-04T17,NYIS,New York Independent System Operator,Coal,0
2024-01-04T17,NYIS,New York Independent System Operator,Natural Gas,8487
2024-01-04T17,NYIS,New York Independent System Operator,Nuclear,3279
2024-01-04T17,NYIS,New York Independent System Operator,Petroleum,20
2024-01-04T17,NYIS,New York Independent System Operator,Other,224
2024-01-04T17,NYIS,New York Independent System Operator,Solar,0
2024-01-04T17,NYIS,New York Independent System Operator,Hydro,3832
2024-01-04T17,NYIS,New York Independent System Operator,Wind,663
2024-01-04T18,NYIS,New York Independent System Operator,Coal,0
2024-01-04T18,NYIS,New York Independent System Operator,Natural Gas,7909
2024-01-04T18,NYIS,New York Independent System Operator,Nuclear,3285
2024-01-04T18,NYIS,New York Independent System Operator,Petroleum,20
2024-01-04T18,NYIS,New York Independent System Operator,Other,230
2024-01-04T18,NYIS,New York Independent System Operator,Solar,0
2024-01-04T18,NYIS,New York Independent System Operator,Hydro,3719
2024-01-04T18,NYIS,New York Independent System Operator,Wind,616
2024-01-04T19,NYIS,New York Independent System Operator,Coal,0
2024-01-04T19,NYIS,New York Independent System Operator,Natural Gas,7719
2024-01-04T19,NYIS,New York Independent System Operator,Nuclear,3289
2024-01-04T19,NYIS,New York Independent System Operator,Petroleum,20
2024-01-04T19,NYIS,New York Independent System Operator,Other,247
2024-01-04T19,NYIS,New York Independent System Operator,Solar,0
2024-01-04T19,NYIS,New York Independent System Operator,Hydro,3724
2024-01-04T19,NYIS,New York Independent System Operator,Wind,656
2024-01-04T20,NYIS,New York Independent System Operator,Coal,0
2024-01-04T20,NYIS,New York Independent System Operator,Natural Gas,8013
2024-01-04T20,NYIS,New York Independent System Operator,Nuclear,3291
2024-01-04T20,NYIS,New York Independent System Operator,Petroleum,20
2024-01-04T20,NYIS,New York Independent System Operator,Other,233
2024-01-04T20,NYIS,New York Independent System Operator,Solar,0
2024-01-04T20,NYIS,New York Independent System Operator,Hydro,3828
2024-01-04T20,NYIS,New York Independent System Operator,Wind,669
2024-01-04T21,NYIS,New York Independent System Operator,Coal,0
2024-01-04T21,NYIS,New York Independent System Operator,Natural Gas,8636
2024-01-04T21,NYIS,New York Independent System Operator,Nuclear,3309
2024-01-04T21,NYIS,New York Independent System Operator,Petroleum,20
2024-01-04T21,NYIS,New York Independent System Operator,Other,189
2024-01-04T21,NYIS,New York Independent System Operator,Solar,0
2024-01-04T21,NYIS,New York Independent System Operator,Hydro,3867
2024-01-04T21,NYIS,New York Independent System Operator,Wind,724
2024-01-04T22,NYIS,New York Independent System Operator,Coal,0
2024-01-04T22,NYIS,New York Independent System Operator,Natural Gas,9188
2024-01-04T22,NYIS,New York Independent System Operator,Nuclear,3316
2024-01-04T22,NYIS,New York Independent System Operator,Petroleum,21
2024-01-04T22,NYIS,New York Independent System Operator,Other,171
2024-01-04T22,NYIS,New York Independent System Operator,Solar,0
2024-01-04T22,NYIS,New York Independent System Operator,Hydro,4175
2024-01-04T22,NYIS,New York Independent System Operator,Wind,640
2024-01-04T23,NYIS,New York Independent System Operator,Coal,0
2024-01-04T23,NYIS,New York Independent System Operator,Natural Gas,9733
2024-01-04T23,NYIS,New York Independent System Operator,Nuclear,3318
2024-01-04T23,NYIS,New York Independent System Operator,Petroleum,21
2024-01-04T23,NYIS,New York Independent System Operator,Other,178
2024-01-04T23,NYIS,New York Independent System Operator,Solar,0
2024-01-04T23,NYIS,New York Independent System Operator,Hydro,4447
2024-01-04T23,NYIS,New York Independent System Operator,Wind,536
2024-01-05T00,NYIS,New York Independent System Operator,Coal,0
2024-01-05T00,NYIS,New York Independent System Operator,Natural Gas,9559
2024-01-05T00,NYIS,New York Independent System Operator,Nuclear,3331
2024-01-05T00,NYIS,New York Independent System Operator,Petroleum,21
2024-01-05T00,NYIS,New York Independent System Operator,Other,162
2024-01-05T00,NYIS,New York Independent System Operator,Solar,0
2024-01-05T00,NYIS,New York Independent System Operator,Hydro,4313
2024-01-05T00,NYIS,New York Independent System Operator,Wind,530
2024-01-05T01,NYIS,New York Independent System Operator,Coal,0
2024-01-05T01,NYIS,New York Independent System Operator,Natural Gas,9626
2024-01-05T01,NYIS,New York Independent System Operator,Nuclear,3332
2024-01-05T01,NYIS,New York Independent System Operator,Petroleum,21
2024-01-05T01,NYIS,New York Independent System Operator,Other,162
2024-01-05T01,NYIS,New York Independent System Operator,Solar,0
2024-01-05T01,NYIS,New York Independent System Operator,Hydro,4376
2024-01-05T01,NYIS,New York Independent System Operator,Wind,517
2024-01-05T02,NYIS,New York Independent System Operator,Coal,0
2024-01-05T02,NYIS,New York Independent System Operator,Natural Gas,9510
2024-01-05T02,NYIS,New York Independent System Operator,Nuclear,3332
2024-01-05T02,NYIS,New York Independent System Operator,Petroleum,21
2024-01-05T02,NYIS,New York Independent System Operator,Other,165
2024-01-05T02,NYIS,New York Independent System Operator,Solar,0
2024-01-05T02,NYIS,New York Independent System Operator,Hydro,4339
2024-01-05T02,NYIS,New York Independent System Operator,Wind,468
2024-01-05T03,NYIS,New York Independent System Operator,Coal,0
2024-01-05T03,NYIS,New York Independent System Operator,Natural Gas,9358
2024-01-05T03,NYIS,New York Independent System Operator,Nuclear,3317
2024-01-05T03,NYIS,New York Independent System Operator,Petroleum,21
2024-01-05T03,NYIS,New York Independent System Operator,Other,157
2024-01-05T03,NYIS,New York Independent System Operator,Solar,0
2024-01-05T03,NYIS,New York Independent System Operator,Hydro,4070
2024-01-05T03,NYIS,New York Independent System Operator,Wind,436
2024-01-05T04,NYIS,New York Independent System Operator,Coal,0
2024-01-05T04,NYIS,New York Independent System Operator,Natural Gas,9043
2024-01-05T04,NYIS,New York Independent System Operator,Nuclear,3320
2024-01-05T04,NYIS,New York Independent System Operator,Petroleum,21
2024-01-05T04,NYIS,New York Independent System Operator,Other,155
2024-01-05T04,NYIS,New York Independent System Operator,Solar,0
2024-01-05T04,NYIS,New York Independent System Operator,Hydro,3503
2024-01-05T04,NYIS,New York Independent System Operator,Wind,423
2024-01-05T05,NYIS,New York Independent System Operator,Coal,0
2024-01-05T05,NYIS,New York Independent System Operator,Natural Gas,8592
2024-01-05T05,NYIS,New York Independent System Operator,Nuclear,3275
2024-01-05T05,NYIS,New York Independent System Operator,Petroleum,20
2024-01-05T05,NYIS,New York Independent System Operator,Other,155
2024-01-05T05,NYIS,New York Independent System Operator,Solar,0
2024-01-05T05,NYIS,New York Independent System Operator,Hydro,2898
2024-01-05T05,NYIS,New York Independent System Operator,Wind,503
2024-01-05T06,NYIS,New York Independent System Operator,Coal,0
2024-01-05T06,NYIS,New York Independent System Operator,Natural Gas,7225
2024-01-05T06,NYIS,New York Independent System Operator,Nuclear,3251
2024-01-05T06,NYIS,New York Independent System Operator,Petroleum,6
2024-01-05T06,NYIS,New York Independent System Operator,Other,150
2024-01-05T06,NYIS,New York Independent System Operator,Solar,0
2024-01-05T06,NYIS,New York Independent System Operator,Hydro,2693
2024-01-05T06,NYIS,New York Independent System Operator,Wind,694
2024-01-05T07,NYIS,New York Independent System Operator,Coal,0
2024-01-05T07,NYIS,New York Independent System Operator,Natural Gas,7056
2024-01-05T07,NYIS,New York Independent System Operator,Nuclear,3184
2024-01-05T07,NYIS,New York Independent System Operator,Petroleum,6
2024-01-05T07,NYIS,New York Independent System Operator,Other,161
2024-01-05T07,NYIS,New York Independent System Operator,Solar,0
2024-01-05T07,NYIS,New York Independent System Operator,Hydro,2822
2024-01-05T07,NYIS,New York Independent System Operator,Wind,499
2024-01-05T08,NYIS,New York Independent System Operator,Coal,0
2024-01-05T08,NYIS,New York Independent System Operator,Natural Gas,7212
2024-01-05T08,NYIS,New York Independent System Operator,Nuclear,3182
2024-01-05T08,NYIS,New York Independent System Operator,Petroleum,6
2024-01-05T08,NYIS,New York Independent System Operator,Other,156
2024-01-05T08,NYIS,New York Independent System Operator,Solar,0
2024-01-05T08,NYIS,New York Independent System Operator,Hydro,2760
2024-01-05T08,NYIS,New York Independent System Operator,Wind,378
2024-01-05T09,NYIS,New York Independent System Operator,Coal,0
2024-01-05T09,NYIS,New York Independent System Operator,Natural Gas,7334
2024-01-05T09,NYIS,New York Independent System Operator,Nuclear,3186
2024-01-05T09,NYIS,New York Independent System Operator,Petroleum,6
2024-01-05T09,NYIS,New York Independent System Operator,Other,156
2024-01-05T09,NYIS,New York Independent System Operator,Solar,0
2024-01-05T09,NYIS,New York Independent System Operator,Hydro,2762
2024-01-05T09,NYIS,New York Independent System Operator,Wind,292
2024-01-05T10,NYIS,New York Independent System Operator,Coal,0
2024-01-05T10,NYIS,New York Independent System Operator,Natural Gas,7271
2024-01-05T10,NYIS,New York Independent System Operator,Nuclear,3189
2024-01-05T10,NYIS,New York Independent System Operator,Petroleum,6
2024-01-05T10,NYIS,New York Independent System Operator,Other,153
2024-01-05T10,NYIS,New York Independent System Operator,Solar,0
2024-01-05T10,NYIS,New York Independent System Operator,Hydro,2738
2024-01-05T10,NYIS,New York Independent System Operator,Wind,339
2024-01-05T11,NYIS,New York Independent System Operator,Coal,0
2024-01-05T11,NYIS,New York Independent System Operator,Natural Gas,7647
2024-01-05T11,NYIS,New York Independent System Operator,Nuclear,3356
2024-01-05T11,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T11,NYIS,New York Independent System Operator,Other,151
2024-01-05T11,NYIS,New York Independent System Operator,Solar,0
2024-01-05T11,NYIS,New York Independent System Operator,Hydro,2825
2024-01-05T11,NYIS,New York Independent System Operator,Wind,373
2024-01-05T12,NYIS,New York Independent System Operator,Coal,0
2024-01-05T12,NYIS,New York Independent System Operator,Natural Gas,8058
2024-01-05T12,NYIS,New York Independent System Operator,Nuclear,3359
2024-01-05T12,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T12,NYIS,New York Independent System Operator,Other,154
2024-01-05T12,NYIS,New York Independent System Operator,Solar,0
2024-01-05T12,NYIS,New York Independent System Operator,Hydro,3130
2024-01-05T12,NYIS,New York Independent System Operator,Wind,405
2024-01-05T13,NYIS,New York Independent System Operator,Coal,0
2024-01-05T13,NYIS,New York Independent System Operator,Natural Gas,8760
2024-01-05T13,NYIS,New York Independent System Operator,Nuclear,3338
2024-01-05T13,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T13,NYIS,New York Independent System Operator,Other,169
2024-01-05T13,NYIS,New York Independent System Operator,Solar,0
2024-01-05T13,NYIS,New York Independent System Operator,Hydro,3740
2024-01-05T13,NYIS,New York Independent System Operator,Wind,391
2024-01-05T14,NYIS,New York Independent System Operator,Coal,0
2024-01-05T14,NYIS,New York Independent System Operator,Natural Gas,8695
2024-01-05T14,NYIS,New York Independent System Operator,Nuclear,3348
2024-01-05T14,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T14,NYIS,New York Independent System Operator,Other,168
2024-01-05T14,NYIS,New York Independent System Operator,Solar,0
2024-01-05T14,NYIS,New York Independent System Operator,Hydro,3680
2024-01-05T14,NYIS,New York Independent System Operator,Wind,342
2024-01-05T15,NYIS,New York Independent System Operator,Coal,0
2024-01-05T15,NYIS,New York Independent System Operator,Natural Gas,8630
2024-01-05T15,NYIS,New York Independent System Operator,Nuclear,3358
2024-01-05T15,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T15,NYIS,New York Independent System Operator,Other,203
2024-01-05T15,NYIS,New York Independent System Operator,Solar,0
2024-01-05T15,NYIS,New York Independent System Operator,Hydro,3753
2024-01-05T15,NYIS,New York Independent System Operator,Wind,384
2024-01-05T16,NYIS,New York Independent System Operator,Coal,0
2024-01-05T16,NYIS,New York Independent System Operator,Natural Gas,8456
2024-01-05T16,NYIS,New York Independent System Operator,Nuclear,3343
2024-01-05T16,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T16,NYIS,New York Independent System Operator,Other,230
2024-01-05T16,NYIS,New York Independent System Operator,Solar,0
2024-01-05T16,NYIS,New York Independent System Operator,Hydro,3813
2024-01-05T16,NYIS,New York Independent System Operator,Wind,417
2024-01-05T17,NYIS,New York Independent System Operator,Coal,0
2024-01-05T17,NYIS,New York Independent System Operator,Natural Gas,7694
2024-01-05T17,NYIS,New York Independent System Operator,Nuclear,3326
2024-01-05T17,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T17,NYIS,New York Independent System Operator,Other,239
2024-01-05T17,NYIS,New York Independent System Operator,Solar,0
2024-01-05T17,NYIS,New York Independent System Operator,Hydro,3817
2024-01-05T17,NYIS,New York Independent System Operator,Wind,502
2024-01-05T18,NYIS,New York Independent System Operator,Coal,0
2024-01-05T18,NYIS,New York Independent System Operator,Natural Gas,7468
2024-01-05T18,NYIS,New York Independent System Operator,Nuclear,3324
2024-01-05T18,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T18,NYIS,New York Independent System Operator,Other,251
2024-01-05T18,NYIS,New York Independent System Operator,Solar,0
2024-01-05T18,NYIS,New York Independent System Operator,Hydro,3802
2024-01-05T18,NYIS,New York Independent System Operator,Wind,540
2024-01-05T19,NYIS,New York Independent System Operator,Coal,0
2024-01-05T19,NYIS,New York Independent System Operator,Natural Gas,7727
2024-01-05T19,NYIS,New York Independent System Operator,Nuclear,3320
2024-01-05T19,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T19,NYIS,New York Independent System Operator,Other,218
2024-01-05T19,NYIS,New York Independent System Operator,Solar,0
2024-01-05T19,NYIS,New York Independent System Operator,Hydro,3845
2024-01-05T19,NYIS,New York Independent System Operator,Wind,581
2024-01-05T20,NYIS,New York Independent System Operator,Coal,0
2024-01-05T20,NYIS,New York Independent System Operator,Natural Gas,7944
2024-01-05T20,NYIS,New York Independent System Operator,Nuclear,3323
2024-01-05T20,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T20,NYIS,New York Independent System Operator,Other,202
2024-01-05T20,NYIS,New York Independent System Operator,Solar,0
2024-01-05T20,NYIS,New York Independent System Operator,Hydro,3955
2024-01-05T20,NYIS,New York Independent System Operator,Wind,660
2024-01-05T21,NYIS,New York Independent System Operator,Coal,0
2024-01-05T21,NYIS,New York Independent System Operator,Natural Gas,8304
2024-01-05T21,NYIS,New York Independent System Operator,Nuclear,3309
2024-01-05T21,NYIS,New York Independent System Operator,Petroleum,6
2024-01-05T21,NYIS,New York Independent System Operator,Other,169
2024-01-05T21,NYIS,New York Independent System Operator,Solar,0
2024-01-05T21,NYIS,New York Independent System Operator,Hydro,4056
2024-01-05T21,NYIS,New York Independent System Operator,Wind,711
2024-01-05T22,NYIS,New York Independent System Operator,Coal,0
2024-01-05T22,NYIS,New York Independent System Operator,Natural Gas,8732
2024-01-05T22,NYIS,New York Independent System Operator,Nuclear,3324
2024-01-05T22,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T22,NYIS,New York Independent System Operator,Other,169
2024-01-05T22,NYIS,New York Independent System Operator,Solar,0
2024-01-05T22,NYIS,New York Independent System Operator,Hydro,4231
2024-01-05T22,NYIS,New York Independent System Operator,Wind,638
2024-01-05T23,NYIS,New York Independent System Operator,Coal,0
2024-01-05T23,NYIS,New York Independent System Operator,Natural Gas,9010
2024-01-05T23,NYIS,New York Independent System Operator,Nuclear,3320
2024-01-05T23,NYIS,New York Independent System Operator,Petroleum,7
2024-01-05T23,NYIS,New York Independent System Operator,Other,160
2024-01-05T23,NYIS,New York Independent System Operator,Solar,0
2024-01-05T23,NYIS,New York Independent System Operator,Hydro,4318
2024-01-05T23,NYIS,New York Independent System Operator,Wind,712
2024-01-06T00,NYIS,New York Independent System Operator,Coal,0
2024-01-06T00,NYIS,New York Independent System Operator,Natural Gas,8575
2024-01-06T00,NYIS,New York Independent System Operator,Nuclear,3333
2024-01-06T00,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T00,NYIS,New York Independent System Operator,Other,151
2024-01-06T00,NYIS,New York Independent System Operator,Solar,0
2024-01-06T00,NYIS,New York Independent System Operator,Hydro,4091
2024-01-06T00,NYIS,New York Independent System Operator,Wind,698
2024-01-06T01,NYIS,New York Independent System Operator,Coal,0
2024-01-06T01,NYIS,New York Independent System Operator,Natural Gas,8472
2024-01-06T01,NYIS,New York Independent System Operator,Nuclear,3330
2024-01-06T01,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T01,NYIS,New York Independent System Operator,Other,146
2024-01-06T01,NYIS,New York Independent System Operator,Solar,0
2024-01-06T01,NYIS,New York Independent System Operator,Hydro,3951
2024-01-06T01,NYIS,New York Independent System Operator,Wind,485
2024-01-06T02,NYIS,New York Independent System Operator,Coal,0
2024-01-06T02,NYIS,New York Independent System Operator,Natural Gas,8378
2024-01-06T02,NYIS,New York Independent System Operator,Nuclear,3339
2024-01-06T02,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T02,NYIS,New York Independent System Operator,Other,155
2024-01-06T02,NYIS,New York Independent System Operator,Solar,0
2024-01-06T02,NYIS,New York Independent System Operator,Hydro,3933
2024-01-06T02,NYIS,New York Independent System Operator,Wind,407
2024-01-06T03,NYIS,New York Independent System Operator,Coal,0
2024-01-06T03,NYIS,New York Independent System Operator,Natural Gas,8140
2024-01-06T03,NYIS,New York Independent System Operator,Nuclear,3328
2024-01-06T03,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T03,NYIS,New York Independent System Operator,Other,155
2024-01-06T03,NYIS,New York Independent System Operator,Solar,0
2024-01-06T03,NYIS,New York Independent System Operator,Hydro,3756
2024-01-06T03,NYIS,New York Independent System Operator,Wind,414
2024-01-06T04,NYIS,New York Independent System Operator,Coal,0
2024-01-06T04,NYIS,New York Independent System Operator,Natural Gas,7814
2024-01-06T04,NYIS,New York Independent System Operator,Nuclear,3320
2024-01-06T04,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T04,NYIS,New York Independent System Operator,Other,165
2024-01-06T04,NYIS,New York Independent System Operator,Solar,0
2024-01-06T04,NYIS,New York Independent System Operator,Hydro,3449
2024-01-06T04,NYIS,New York Independent System Operator,Wind,395
2024-01-06T05,NYIS,New York Independent System Operator,Coal,0
2024-01-06T05,NYIS,New York Independent System Operator,Natural Gas,7521
2024-01-06T05,NYIS,New York Independent System Operator,Nuclear,3323
2024-01-06T05,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T05,NYIS,New York Independent System Operator,Other,168
2024-01-06T05,NYIS,New York Independent System Operator,Solar,0
2024-01-06T05,NYIS,New York Independent System Operator,Hydro,2892
2024-01-06T05,NYIS,New York Independent System Operator,Wind,327
2024-01-06T06,NYIS,New York Independent System Operator,Coal,0
2024-01-06T06,NYIS,New York Independent System Operator,Natural Gas,7041
2024-01-06T06,NYIS,New York Independent System Operator,Nuclear,3335
2024-01-06T06,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T06,NYIS,New York Independent System Operator,Other,165
2024-01-06T06,NYIS,New York Independent System Operator,Solar,0
2024-01-06T06,NYIS,New York Independent System Operator,Hydro,2697
2024-01-06T06,NYIS,New York Independent System Operator,Wind,175
2024-01-06T07,NYIS,New York Independent System Operator,Coal,0
2024-01-06T07,NYIS,New York Independent System Operator,Natural Gas,6887
2024-01-06T07,NYIS,New York Independent System Operator,Nuclear,3355
2024-01-06T07,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T07,NYIS,New York Independent System Operator,Other,163
2024-01-06T07,NYIS,New York Independent System Operator,Solar,0
2024-01-06T07,NYIS,New York Independent System Operator,Hydro,2694
2024-01-06T07,NYIS,New York Independent System Operator,Wind,64
2024-01-06T08,NYIS,New York Independent System Operator,Coal,0
2024-01-06T08,NYIS,New York Independent System Operator,Natural Gas,6896
2024-01-06T08,NYIS,New York Independent System Operator,Nuclear,3351
2024-01-06T08,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T08,NYIS,New York Independent System Operator,Other,160
2024-01-06T08,NYIS,New York Independent System Operator,Solar,0
2024-01-06T08,NYIS,New York Independent System Operator,Hydro,2626
2024-01-06T08,NYIS,New York Independent System Operator,Wind,51
2024-01-06T09,NYIS,New York Independent System Operator,Coal,0
2024-01-06T09,NYIS,New York Independent System Operator,Natural Gas,6868
2024-01-06T09,NYIS,New York Independent System Operator,Nuclear,3362
2024-01-06T09,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T09,NYIS,New York Independent System Operator,Other,162
2024-01-06T09,NYIS,New York Independent System Operator,Solar,0
2024-01-06T09,NYIS,New York Independent System Operator,Hydro,2635
2024-01-06T09,NYIS,New York Independent System Operator,Wind,88
2024-01-06T10,NYIS,New York Independent System Operator,Coal,0
2024-01-06T10,NYIS,New York Independent System Operator,Natural Gas,6974
2024-01-06T10,NYIS,New York Independent System Operator,Nuclear,3357
2024-01-06T10,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T10,NYIS,New York Independent System Operator,Other,161
2024-01-06T10,NYIS,New York Independent System Operator,Solar,0
2024-01-06T10,NYIS,New York Independent System Operator,Hydro,2621
2024-01-06T10,NYIS,New York Independent System Operator,Wind,176
2024-01-06T11,NYIS,New York Independent System Operator,Coal,0
2024-01-06T11,NYIS,New York Independent System Operator,Natural Gas,7056
2024-01-06T11,NYIS,New York Independent System Operator,Nuclear,3346
2024-01-06T11,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T11,NYIS,New York Independent System Operator,Other,161
2024-01-06T11,NYIS,New York Independent System Operator,Solar,0
2024-01-06T11,NYIS,New York Independent System Operator,Hydro,2621
2024-01-06T11,NYIS,New York Independent System Operator,Wind,309
2024-01-06T12,NYIS,New York Independent System Operator,Coal,0
2024-01-06T12,NYIS,New York Independent System Operator,Natural Gas,7319
2024-01-06T12,NYIS,New York Independent System Operator,Nuclear,3345
2024-01-06T12,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T12,NYIS,New York Independent System Operator,Other,162
2024-01-06T12,NYIS,New York Independent System Operator,Solar,0
2024-01-06T12,NYIS,New York Independent System Operator,Hydro,2786
2024-01-06T12,NYIS,New York Independent System Operator,Wind,406
2024-01-06T13,NYIS,New York Independent System Operator,Coal,0
2024-01-06T13,NYIS,New York Independent System Operator,Natural Gas,7661
2024-01-06T13,NYIS,New York Independent System Operator,Nuclear,3334
2024-01-06T13,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T13,NYIS,New York Independent System Operator,Other,161
2024-01-06T13,NYIS,New York Independent System Operator,Solar,0
2024-01-06T13,NYIS,New York Independent System Operator,Hydro,3354
2024-01-06T13,NYIS,New York Independent System Operator,Wind,504
2024-01-06T14,NYIS,New York Independent System Operator,Coal,0
2024-01-06T14,NYIS,New York Independent System Operator,Natural Gas,7709
2024-01-06T14,NYIS,New York Independent System Operator,Nuclear,3321
2024-01-06T14,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T14,NYIS,New York Independent System Operator,Other,173
2024-01-06T14,NYIS,New York Independent System Operator,Solar,0
2024-01-06T14,NYIS,New York Independent System Operator,Hydro,3405
2024-01-06T14,NYIS,New York Independent System Operator,Wind,685
2024-01-06T15,NYIS,New York Independent System Operator,Coal,0
2024-01-06T15,NYIS,New York Independent System Operator,Natural Gas,8104
2024-01-06T15,NYIS,New York Independent System Operator,Nuclear,3324
2024-01-06T15,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T15,NYIS,New York Independent System Operator,Other,180
2024-01-06T15,NYIS,New York Independent System Operator,Solar,0
2024-01-06T15,NYIS,New York Independent System Operator,Hydro,3450
2024-01-06T15,NYIS,New York Independent System Operator,Wind,736
2024-01-06T16,NYIS,New York Independent System Operator,Coal,0
2024-01-06T16,NYIS,New York Independent System Operator,Natural Gas,8372
2024-01-06T16,NYIS,New York Independent System Operator,Nuclear,3322
2024-01-06T16,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T16,NYIS,New York Independent System Operator,Other,201
2024-01-06T16,NYIS,New York Independent System Operator,Solar,0
2024-01-06T16,NYIS,New York Independent System Operator,Hydro,3538
2024-01-06T16,NYIS,New York Independent System Operator,Wind,744
2024-01-06T17,NYIS,New York Independent System Operator,Coal,0
2024-01-06T17,NYIS,New York Independent System Operator,Natural Gas,8327
2024-01-06T17,NYIS,New York Independent System Operator,Nuclear,3318
2024-01-06T17,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T17,NYIS,New York Independent System Operator,Other,190
2024-01-06T17,NYIS,New York Independent System Operator,Solar,0
2024-01-06T17,NYIS,New York Independent System Operator,Hydro,3455
2024-01-06T17,NYIS,New York Independent System Operator,Wind,726
2024-01-06T18,NYIS,New York Independent System Operator,Coal,0
2024-01-06T18,NYIS,New York Independent System Operator,Natural Gas,8642
2024-01-06T18,NYIS,New York Independent System Operator,Nuclear,3311
2024-01-06T18,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T18,NYIS,New York Independent System Operator,Other,187
2024-01-06T18,NYIS,New York Independent System Operator,Solar,0
2024-01-06T18,NYIS,New York Independent System Operator,Hydro,3466
2024-01-06T18,NYIS,New York Independent System Operator,Wind,710
2024-01-06T19,NYIS,New York Independent System Operator,Coal,0
2024-01-06T19,NYIS,New York Independent System Operator,Natural Gas,8616
2024-01-06T19,NYIS,New York Independent System Operator,Nuclear,3307
2024-01-06T19,NYIS,New York Independent System Operator,Petroleum,6
2024-01-06T19,NYIS,New York Independent System Operator,Other,204
2024-01-06T19,NYIS,New York Independent System Operator,Solar,0
2024-01-06T19,NYIS,New York Independent System Operator,Hydro,3436
2024-01-06T19,NYIS,New York Independent System Operator,Wind,763
2024-01-06T20,NYIS,New York Independent System Operator,Coal,0
2024-01-06T20,NYIS,New York Independent System Operator,Natural Gas,8614
2024-01-06T20,NYIS,New York Independent System Operator,Nuclear,3307
2024-01-06T20,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T20,NYIS,New York Independent System Operator,Other,196
2024-01-06T20,NYIS,New York Independent System Operator,Solar,0
2024-01-06T20,NYIS,New York Independent System Operator,Hydro,3479
2024-01-06T20,NYIS,New York Independent System Operator,Wind,816
2024-01-06T21,NYIS,New York Independent System Operator,Coal,0
2024-01-06T21,NYIS,New York Independent System Operator,Natural Gas,8479
2024-01-06T21,NYIS,New York Independent System Operator,Nuclear,3310
2024-01-06T21,NYIS,New York Independent System Operator,Petroleum,7
2024-01-06T21,NYIS,New York Independent System Operator,Other,189
2024-01-06T21,NYIS,New York Independent System Operator,Solar,0
2024-01-06T21,NYIS,New York Independent System Operator,Hydro,3461
2024-01-06T21,NYIS,New York Independent System Operator,Wind,894
2024-01-06T22,NYIS,New York Independent System Operator,Coal,0
2024-01-06T22,NYIS,New York Independent System Operator,Natural Gas,8512
2024-01-06T22,NYIS,New York Independent System Operator,Nuclear,3314
2024-01-06T22,NYIS,New York Independent System Operator,Petroleum,0
2024-01-06T22,NYIS,New York Independent System Operator,Other,191
2024-01-06T22,NYIS,New York Independent System Operator,Solar,0
2024-01-06T22,NYIS,New York Independent System Operator,Hydro,3453
2024-01-06T22,NYIS,New York Independent System Operator,Wind,970
2024-01-06T23,NYIS,New York Independent System Operator,Coal,0
2024-01-06T23,NYIS,New York Independent System Operator,Natural Gas,9306
2024-01-06T23,NYIS,New York Independent System Operator,Nuclear,3334
